"Longview, Washington",1.852071006
"Loomis Basin-Folsom Lake, California",0.01
"Lorain, Ohio",5.473372781
"Los Altos, California",0.769230769
"Los Angeles, California",49.05325444
"Los Banos, California",1.402366864
"Los Gatos, California",2.426035503
"Louisville, Kentucky",44.09467456
"Loveland, Colorado",8.940828402
"Lowell, Massachusetts",4.804733728
"Lower Christiana, Delaware",0.01
"Lubbock, Texas",36.95857988
"Lufkin, Texas",10.01183432
"Lynchburg, Virginia",9.449704142
"Lynn, Massachusetts",6.917159763
"Lynnwood, Washington",11.61538462
"Lynwood, California",6.236686391
"Mableton, Georgia",5.153846154
"Macon, Georgia",31.49112426
"Madera, California",9.840236686
"Madison Heights, Michigan",3.733727811
"Madison, Alabama",9.917159763
"Madison, Wisconsin",46.80473373
"Malden, Massachusetts",2.366863905
"Manassas, Virginia",12.69230769
"Manchester, Connecticut",4.029585799
"Manchester, New Hampshire",10.06508876
"Manhattan Beach, California",3.177514793
"Manhattan, Kansas",13.14792899
"Manhattan, New York",23.65088757
"Manitowoc, Wisconsin",3.100591716
"Mankato, Minnesota",5.786982249
"Mansfield, Ohio",32.4556213
"Mansfield, Texas",12.04142012
"Manteca, California",3.893491124
"Maple Grove, Minnesota",3.98816568
"Maplewood, Minnesota",3.00591716
"Marana, Arizona",3.047337278
"Margate, Florida",6.644970414
"Maricopa, Arizona",6.360946746
"Marietta, Georgia",24.14201183
"Marion, Iowa",8.313609467
"Marion, Ohio",13.58579882
"Marlborough, Massachusetts",3.017751479
"Marrero, Louisiana",1.792899408
"Martinez, California",6.99408284
"Martinez, Georgia",2.923076923
"Marumsco, Virginia",0.01
"Marysville, Washington",6.869822485
"Mason, Ohio",36.89940828
"Massillon, Ohio",17.01183432
"Mather, California",0.01
"Matthews, North Carolina",4.911242604
"McAllen, Texas",29.20710059
"McKinney, Texas",30.56213018
"McLean, Virginia",10.24852071
"McMinnville, Oregon",8.106508876
"Mechanicsville, Virginia",3.73964497
"Medford, Massachusetts",3.970414201
"Medford, Oregon",37.46153846
"Melbourne, Florida",19.15384615
"Memphis, Tennessee",31.90532544
"Menifee, California",2.390532544
"Menlo Park, California",3.029585799
"Menomonee Falls, Wisconsin",2.366863905
"Mentor, Ohio",29.0887574
"Merced, California",9.183431953
"Meriden, Connecticut",6
"Meridian, Idaho",33.35502959
"Meridian, Mississippi",8.130177515
"Merrillville, Indiana",11.91715976
"Merritt Island, Florida",4.98816568
"Mesa, Arizona",48.0295858
"Mesquite, Texas",19.42011834
"Metairie, Louisiana",9.24260355
"Methuen, Massachusetts",0.467455621
"Metropolitan Government, Tennessee",0.01
"Miami Beach, Florida",7.059171598
"Miami Lakes, Florida",0.875739645
"Miami, Florida",48.39053254
"Michigan City, Indiana",18.78698225
"Middleburg-Clay Hill, Florida",0.01
"Middletown, Connecticut",5.792899408
"Middletown, Ohio",29.47928994
"Midland, Michigan",19.52071006
"Midland, Texas",33.14792899
"Midvale, Utah",7.680473373
"Midwest City, Oklahoma",10.64497041
"Milford, Connecticut",6.597633136
"Millcreek, Utah",3.568047337
"Milpitas, California",2.384615385
"Milton, Georgia",1.443786982
"Milwaukee, Wisconsin",29.4556213
"Mingus Mountain, Arizona",0.01
"Minneapolis, Minnesota",23.42011834
"Minnetonka, Minnesota",7.50887574
"Minot, North Dakota",7.852071006
"Miramar, Florida",18.93491124
"Mishawaka, Indiana",16.59171598
"Mission Bend, Texas",0.01
"Mission Viejo, California",3.071005917
"Mission, Texas",13.85207101
"Missoula, Montana",11.95266272
"Missouri City, Texas",8.426035503
"Mobile, Alabama",33.43195266
"Modesto, California",17.84023669
"Moline, Illinois",7.177514793
"Monroe, Louisiana",13.43786982
"Monroe, North Carolina",4.840236686
"Monrovia, California",3.183431953
"Montclair, California",6.224852071
"Montclair, New Jersey",10.16568047
"Montebello, California",7.355029586
"Monterey Park, California",6.112426036
"Montgomery Village, Maryland",2.094674556
"Montgomery, Alabama",33.98816568
"Moore, Oklahoma",7.633136095
"Mooresville, North Carolina",6.189349112
"Moorhead, Minnesota",1.692307692
"Moorpark, California",1.887573964
"Moreno Valley, California",11.55621302
"Morgan Hill, California",4.846153846
"Morgantown, West Virginia",11.06508876
"Mount Lebanon, Pennsylvania",0.01
"Mount Pleasant, New York",0.343195266
"Mount Pleasant, South Carolina",6.24260355
"Mount Prospect, Illinois",3.562130178
"Mount Vernon, New York",3.662721893
"Mount Vernon, Washington",7.153846154
"Mountain View, California",13.60946746
"Muncie, Indiana",22.85207101
"Mundelein, Illinois",4.431952663
"Murfreesboro, Tennessee",16.66272189
"Murray, Utah",12.15384615
"Murrieta, California",9.674556213
"Muskegon, Michigan",10.14201183
