Place,Lat,Lon,Globvalue
"Gainesville, Florida",29.65163,-82.32483,0.354816134
"Gainesville, Georgia",34.29788,-83.82407,0.298407439
"Gaithersburg, Maryland",39.14344,-77.20137,0.224532714
"Galesburg, Illinois",40.94782,-90.37124,0.335246697
"Gallatin, Tennessee",36.38838,-86.44666,0.394576149
"Galveston, Texas",29.30135,-94.7977,0.118667094
"Garden Grove, California",33.77391,-117.94145,0.054366128
"Gardena, California",33.88835,-118.30896,0.105919777
"Garfield, New Jersey",40.88149,-74.1132,0
"Garland, Texas",32.91262,-96.63888,0.169960141
"Gary, Indiana",41.59337,-87.34643,0.110444778
"Gastonia, North Carolina",35.26208,-81.1873,0
"Georgetown, Kentucky",38.2098,-84.55883,0.266163793
"Georgetown, Texas",30.63269,-97.67723,0.257843355
"Germantown, Maryland",39.17316,-77.27165,0.097909714
"Germantown, Tennessee",35.08676,-89.81009,0
"Gilbert, Arizona",33.35283,-111.78903,0.327637905
"Gillette, Wyoming",44.29109,-105.50222,0.146185198
"Gilroy, California",37.00578,-121.56828,0.214823888
"Glastonbury, Connecticut",41.71232,-72.60815,0
"Glen Burnie, Maryland",39.16261,-76.62469,0.192858714
"Glendale Heights, Illinois",41.9146,-88.06486,0
"Glendale, Arizona",33.53865,-112.18599,0.171814229
"Glendale, California",34.14251,-118.25508,0
"Glendora, California",34.13612,-117.86534,0
"Glenview, Illinois",42.06975,-87.78784,0.209228081
"Golden Glades, Florida",25.91176,-80.20033,0
"Goldsboro, North Carolina",35.38488,-77.99277,0
"Goleta, California",34.43583,-119.82764,0.284765586
"Goodyear, Arizona",33.43532,-112.35821,0.126408066
"Goose Creek, South Carolina",32.98101,-80.03259,0
"Goshen, Indiana",41.58227,-85.83444,0
"Gracewood, Georgia",33.37264,-82.03206,0
"Grand Forks, North Dakota",47.92526,-97.03285,0.462343952
"Grand Island, Nebraska",40.92501,-98.34201,0.436725697
"Grand Junction, Colorado",39.06387,-108.55065,0.130926062
"Grand Prairie, Texas",32.74596,-96.99778,0.270621273
"Grand Rapids, Michigan",42.96336,-85.66809,0.244356976
"Granger, Indiana",41.75338,-86.11084,0
"Grants Pass, Oregon",42.43933,-123.33067,0.091300216
"Grapevine, Texas",32.93429,-97.07807,0.123839463
"Great Falls, Montana",47.50024,-111.30081,0.136171463
"Greater Carrollwood, Florida",28.05002,-82.49287,0
"Greeley, Colorado",40.42331,-104.70913,0.149782996
"Green Bay, Wisconsin",44.51916,-88.01983,0.177518194
"Greenacres, Florida",26.62368,-80.12532,0
"Greenburgh, New York",41.03287,-73.84291,0
"Greenfield, Wisconsin",42.9614,-88.01259,0.601331446
"Greensboro, North Carolina",36.07264,-79.79198,0.378777968
"Greenville, Mississippi",33.41012,-91.06177,1.381992587
"Greenville, North Carolina",34.85262,-82.39401,0
"Greenville, South Carolina",34.85262,-82.39401,0.069985506
"Greenwich, Connecticut",41.02649,-73.62846,0.083448165
"Greenwood, Indiana",39.61366,-86.10665,0.055800132
"Gresham, Oregon",45.49818,-122.43148,0.198513316
"Grove City, Ohio",39.88145,-83.09296,0.02833888
"Guilderland, New York",42.70202,-73.96624,0
"Gulfport, Mississippi",30.36742,-89.09282,0.11551074
"Gurnee, Illinois",42.3703,-87.90202,0
"Hacienda Heights, California",33.99307,-117.96868,0.603033006
"Hackensack, New Jersey",40.88593,-74.04347,0.161005871
"Hagerstown, Maryland",39.64176,-77.71999,0.215271639
"Hallandale Beach, Florida",25.9812,-80.14838,0.228261765
"Hallandale, Florida",25.9812,-80.14838,0
"Haltom City, Texas",32.79957,-97.26918,0
"Hamden, Connecticut",41.39593,-72.89677,0
"Hamilton, Ohio",39.12711,-84.51439,0.114648302
"Hammond, Indiana",41.58337,-87.50004,0.104302988
"Hampton, Virginia",37.02987,-76.34522,0.128040303
"Hanford, California",36.32745,-119.64568,0
"Hanover Park, Illinois",41.99947,-88.14507,0
"Harlingen, Texas",26.19063,-97.6961,0.123147325
"Harrisburg, Pennsylvania",40.2737,-76.88442,0
"Harrisonburg, Virginia",38.44957,-78.86892,0
"Hartford, Connecticut",41.76371,-72.68509,0
"Hattiesburg, Mississippi",31.32712,-89.29034,0.260134901
"Haverhill, Massachusetts",42.7762,-71.07728,0
"Hawthorne, California",33.9164,-118.35257,0
"Hayward, California",37.66882,-122.0808,0.202145856
"Hemet, California",33.74761,-116.97307,0.275362862
"Hempstead, New York",40.70621,-73.61874,0
"Henderson, Nevada",36.0397,-114.98194,0.290591992
"Hendersonville, Tennessee",36.30477,-86.62,0.263030926
"Henrietta, New York",43.05923,-77.61222,0
"Hesperia, California",34.42639,-117.30088,0.223350046
"Hialeah, Florida",25.8576,-80.27811,0.042435656
"Hickory, North Carolina",35.73319,-81.3412,0.164190295
"Hicksville, New York",40.76843,-73.52513,0.287038675
"High Point, North Carolina",35.95569,-80.00532,0.360756521
"Highland, California",34.12834,-117.20865,0
"Highlands Ranch, Colorado",39.55388,-104.96943,0.250988546
"Hilliard, Ohio",40.0334,-83.15825,0.268752383
"Hillsboro, Oregon",45.52289,-122.98983,0.474298705
"Hilo, Hawaii",19.72991,-155.09073,0.801421946
"Hilton Head Island, South Carolina",32.19382,-80.73816,0.424162613
"Hinesville, Georgia",31.84688,-81.59595,0
"Hobbs, New Mexico",32.70261,-103.13604,0
"Hoboken, New Jersey",40.74399,-74.03236,0.304931186
"Hoffman Estates, Illinois",42.04281,-88.0798,0.34263239
"Holland, Michigan",42.78752,-86.10893,0.161153589
"Hollister, California",36.85245,-121.4016,0.880257897
"Holly Springs, North Carolina",35.65127,-78.83362,0
"Hollywood, Florida",26.0112,-80.14949,0.282587216
"Holyoke, Massachusetts",42.20426,-72.6162,0
"Homestead, Florida",25.46872,-80.47756,0.118812184
"Honolulu, Hawaii",21.30694,-157.85833,0.489983059
"Hoover, Alabama",33.40539,-86.81138,0
"Hopkinsville, Kentucky",36.86561,-87.49117,0.62393019
"Hot Springs, Arkansas",34.5317,-93.06377,0.227333871
"Houma, Louisiana",29.59577,-90.71953,0.340247214
"Houston, Texas",29.76328,-95.36327,0.547607677
"Huber Heights, Ohio",39.84395,-84.12466,0
"Huntersville, North Carolina",35.41069,-80.84285,0
"Huntington Beach, California",33.6603,-117.99923,0.320784562
"Huntington Park, California",33.98168,-118.22507,0.912754467
"Huntington Station, New York",40.85343,-73.41151,0
"Huntington, West Virginia",38.41925,-82.44515,0.321746385
"Huntsville, Alabama",34.7304,-86.58594,0.217871396
"Huntsville, Texas",30.72353,-95.55078,0.534869171
"Hurst, Texas",32.82346,-97.17057,0.408612055
"Hutchinson, Kansas",38.06084,-97.92977,0.224755391
"Idaho Falls, Idaho",43.46658,-112.03414,0.331500386
"Independence, Missouri",39.09112,-94.41551,0.359596971
"Indian Trail, North Carolina",35.07681,-80.66924,0
"Indianapolis, Indiana",39.76838,-86.15804,0.137130802
"Indio, California",33.7207,-116.21677,1.110783006
"Inglewood, California",33.96168,-118.35313,0.287854561
"Interior County, Florida",30.33826,-87.15941,0
"Inver Grove Heights, Minnesota",44.84802,-93.04272,2.1972866
"Iowa City, Iowa",41.66113,-91.53017,0.394445177
"Irondequoit, New York",43.2134,-77.57972,0
"Irvine, California",33.66946,-117.82311,0.480978522
"Irving, Texas",32.81402,-96.94889,0.199651911
"Irvington, New Jersey",40.73232,-74.23487,2.486080355
"Issaquah, Washington",47.5301,-122.03262,0.49885952
"Ithaca, New York",42.44063,-76.49661,0.321521998
"Jackson, Michigan",42.24587,-84.40135,0.157903993
"Jackson, Mississippi",32.29876,-90.18481,0.199133599
"Jackson, Tennessee",35.61452,-88.81395,0.205076347
"Jacksonville, Florida",30.33218,-81.65565,0.380760204
"Jacksonville, North Carolina",34.75405,-77.43024,0.306900726
"James Island, South Carolina",32.72768,-79.95565,0
"Jamestown, New York",42.097,-79.23533,0
"Janesville, Wisconsin",42.68279,-89.01872,0.546642515
"Jefferson City, Missouri",38.5767,-92.17352,0.172533414
"Jeffersonville, Indiana",38.27757,-85.73718,0.163313391
"Jersey City, New Jersey",40.72816,-74.07764,0.162136233
"Johns Creek, Georgia",34.02893,-84.19858,0
"Johnson City, Tennessee",36.31344,-82.35347,0
"Joliet, Illinois",41.52519,-88.0834,0.24208799
"Jonesboro, Arkansas",35.8423,-90.70428,0
"Joplin, Missouri",37.08423,-94.51328,0
"Juneau, Alaska",58.30194,-134.41972,0.169533324
"Jupiter, Florida",26.93422,-80.09421,0
"Jurupa, California",33.95335,-117.39616,0
"Kalamazoo, Michigan",42.29171,-85.58723,0.261722447
"Kaneohe, Hawaii",21.45045,-157.768,3.038007193
"Kannapolis, North Carolina",35.48736,-80.62173,0
"Kansas City, Kansas",39.09973,-94.57857,0.558355567
"Kansas City, Missouri",39.09973,-94.57857,0.330144192
"Kearney, Nebraska",40.50671,-98.94802,0
"Kearns, Utah",40.65995,-111.99633,0.92671984
"Kearny, New Jersey",40.76843,-74.14542,0
"Keizer, Oregon",44.99012,-123.02621,0
"Keller, Texas",32.93457,-97.25168,0.126737998
"Ken Caryl, Colorado",39.57582,-105.11221,0
"Kendale Lakes, Florida",25.70816,-80.407,0
"Kendall West, Florida",25.7065,-80.4388,0
"Kendall, Florida",25.67927,-80.31727,0.350600585
"Kenner, Louisiana",29.99409,-90.24174,0.212975943
"Kennesaw, Georgia",34.02343,-84.61549,0.081173412
"Kennewick, Washington",46.21125,-119.13723,0
"Kenosha, Wisconsin",42.58474,-87.82119,0.109030521
"Kent, Washington",47.38093,-122.23484,0.2437793
"Kentwood, Michigan",42.86947,-85.64475,0
"Kettering, Ohio",39.6895,-84.16883,0
"Killeen, Texas",31.11712,-97.7278,0.060074573
"Kingsport, Tennessee",36.54843,-82.56182,0.422351094
"Kirkland, Washington",47.68149,-122.20874,1.040147713
"Kissimmee, Florida",28.30468,-81.41667,0.525028515
"Knoxville, Tennessee",35.96064,-83.92074,0.407216362
"Kokomo, Indiana",40.48643,-86.1336,0
"Koolaupoko, Hawaii",21.41667,-157.83333,0
"Kyle, Texas",29.98911,-97.87723,0
"La Crosse, Wisconsin",43.80136,-91.23958,0
"La Habra, California",33.93196,-117.94617,0
"La Mesa, California",32.76783,-117.02308,0.354488152
"La Mirada, California",33.91724,-118.01201,0.284732284
"La Porte, Texas",29.66578,-95.01937,0.121191925
"La Presa, California",32.39433,-116.83642,0
"La Puente, California",34.02001,-117.94951,0
"La Quinta, California",33.66336,-116.31001,0.161980303
"La Vergne, Tennessee",36.01562,-86.58194,0
"La Verne, California",34.10084,-117.76784,0
"LaGrange, Georgia",33.03929,-85.03133,0
"Lacey, Washington",47.03426,-122.82319,0
"Lafayette, Indiana",40.4167,-86.87529,0.115478447
"Lafayette, Louisiana",30.22409,-92.01984,0.133093648
"Laguna Hills, California",33.61252,-117.71283,0.975117201
"Laguna Niguel, California",33.52253,-117.70755,0.469574882
"Laguna, California",33.52253,-117.70755,0
"Lake Charles, Louisiana",30.21309,-93.2044,0.118080599
"Lake Elsinore, California",33.66808,-117.32726,1.216739163
"Lake Forest, California",33.64697,-117.68922,0.237624368
"Lake Havasu City, Arizona",34.4839,-114.32245,0
"Lake Oswego, Oregon",45.42067,-122.67065,0.581542629
"Lake Ridge, Virginia",38.68789,-77.29776,0
"Lake Stevens, Washington",48.0151,-122.06374,1.104098613
"Lake Worth, Florida",26.61708,-80.07231,0.142143494
"Lakeland, Florida",28.03947,-81.9498,0.135580486
"Lakeside, Florida",30.12996,-81.76815,0
"Lakeville, Minnesota",44.64969,-93.24272,0
"Lakewood, California",33.85363,-118.13396,0.364946642
"Lakewood, Colorado",39.70471,-105.08137,0.098028979
"Lakewood, New Jersey",40.09789,-74.21764,1.447770818
"Lakewood, Ohio",41.48199,-81.79819,0.144547819
"Lakewood, Washington",47.17176,-122.51846,0.329840781
"Lancaster, California",34.69804,-118.13674,0.552322678
"Lancaster, Ohio",39.71368,-82.59933,0.273533981
"Lancaster, Pennsylvania",40.03788,-76.30551,0.257393983
"Lancaster, Texas",32.59208,-96.75611,0.557884462
"Land O' Lakes, Florida",28.2189,-82.45759,0
"Lansing, Michigan",42.73253,-84.55553,0.147413066
"Laramie, Wyoming",41.13998,-104.82025,0.270731563
"Laredo, Texas",27.50641,-99.50754,0.290470324
"Largo, Florida",27.90979,-82.78842,0.589830508
"Las Cruces, New Mexico",32.31232,-106.77834,0.49583606
"Las Vegas, Nevada",36.17497,-115.13722,0.563830293
"Lauderdale Lakes, Florida",26.16647,-80.20838,0
"Lauderhill, Florida",26.14036,-80.21338,0.480113637
"Lawndale, California",33.88724,-118.35257,0
"Lawrence, Indiana",38.83831,-86.43654,0
"Lawrence, Kansas",38.97167,-95.23525,0.284254766
"Lawrence, Massachusetts",42.70704,-71.16311,0.135399308
"Lawrenceville, Georgia",33.95621,-83.98796,0.061493395
"Lawton, Oklahoma",34.60869,-98.39033,0.111561449
"Layton, Utah",41.06022,-111.97105,0
"League City, Texas",29.50745,-95.09493,0.439333572
"Leander, Texas",30.57881,-97.85307,0
"Leavenworth, Kansas",39.31111,-94.92246,0.742140913
"Leawood, Kansas",38.96667,-94.6169,0.356172369
"Lee's Summit, Missouri",38.91084,-94.38217,0
"Leesburg, Virginia",39.11566,-77.5636,0
"Lehi, Utah",40.39162,-111.85077,0.093741333
"Lehigh Acres, Florida",26.62535,-81.6248,0.203713736
"Lenexa, Kansas",38.95362,-94.73357,0.350431214
"Leominster, Massachusetts",42.52509,-71.75979,0
"Levittown, New York",40.72593,-73.51429,0
"Levittown, Pennsylvania",40.15511,-74.82877,0.842136735
"Lewiston, Idaho",46.41655,-117.01766,0
"Lewiston, Maine",44.10035,-70.21478,0
"Lewisville, Texas",33.04623,-96.99417,0
"Lexington, Massachusetts",42.44732,-71.2245,0.307909171
"Lexington-Fayette, Kentucky",37.98869,-84.47772,0
"Liberty, Missouri",39.24611,-94.41912,0.326933308
"Lima, Ohio",40.74255,-84.10523,0.302562191
"Lincoln Park, Michigan",42.25059,-83.17854,0
"Lincoln, California",38.89156,-121.29301,0.408580026
"Lincoln, Nebraska",40.8,-96.66696,0.17202509
"Linden, New Jersey",40.62205,-74.24459,0
"Linton Hall, Virginia",38.75984,-77.57499,0
"Little Elm, Texas",33.16262,-96.93751,0
"Little Rock, Arkansas",34.74648,-92.28959,0.14642759
"Littleton, Colorado",39.61332,-105.01665,0.275523701
"Livermore, California",37.68187,-121.76801,0.529033532
"Livonia, Michigan",42.36837,-83.35271,0.273627941
"Lodi, California",38.1302,-121.27245,0.467557808
"Logan, Utah",41.73549,-111.83439,0.219421668
"Lombard, Illinois",41.88003,-88.00784,0
"Lompoc Valley, California",34.68097,-120.46052,0
"Lompoc, California",34.63915,-120.45794,1.136669357
"Long Beach, California",33.76696,-118.18923,0.366462835
"Long Beach, New York",40.58844,-73.65791,0
"Long Branch, New Jersey",40.30428,-73.99236,0.805888146
"Longmont, Colorado",40.16721,-105.10193,0.290462466
"Longview, Texas",32.5007,-94.74049,0.171666675
"Longview, Washington",46.13817,-122.93817,0
"Lorain, Ohio",41.45282,-82.18237,0.095996335
"Los Altos, California",37.38522,-122.11413,0
"Los Angeles, California",34.05223,-118.24368,0.421886692
"Los Banos, California",37.05828,-120.84992,0
"Los Gatos, California",37.22661,-121.97468,0
"Louisville, Kentucky",38.25424,-85.75941,0.254075803
"Loveland, Colorado",40.39776,-105.07498,0.187674567
"Lowell, Massachusetts",42.63342,-71.31617,0.620856642
"Lubbock, Texas",33.57786,-101.85517,0.166929886
"Lufkin, Texas",31.33824,-94.7291,0.14051168
"Lynchburg, Virginia",37.41375,-79.14225,0.086093629
"Lynn, Massachusetts",42.46676,-70.94949,0
"Lynnwood, Washington",47.82093,-122.31513,0.110899091
"Lynwood, California",33.93029,-118.21146,0.508201203
"Mableton, Georgia",33.81872,-84.58243,0
"Macon, Georgia",32.84069,-83.6324,0.052207339
"Madera, California",36.96134,-120.06072,0.490893525
"Madison Heights, Michigan",42.48587,-83.1052,0.222434124
"Madison, Alabama",34.7304,-86.58594,0.076908297
"Madison, Wisconsin",43.07305,-89.40123,0.245158456
"Malden, Massachusetts",42.4251,-71.06616,0.336567797
"Manassas, Virginia",38.75095,-77.47527,0.130868002
"Manchester, Connecticut",41.77593,-72.52148,0
"Manchester, New Hampshire",42.99564,-71.45479,0.166711506
"Manhattan Beach, California",33.88474,-118.41091,0.528074993
"Manhattan, Kansas",39.18361,-96.57167,0.372553357
"Manhattan, New York",40.71427,-74.00597,0.141894557
"Manitowoc, Wisconsin",44.08861,-87.65758,0
"Mankato, Minnesota",44.15906,-94.00915,0.831235456
"Mansfield, Ohio",40.75839,-82.51545,0.342111715
"Mansfield, Texas",32.56319,-97.14168,0.369414556
"Manteca, California",37.79743,-121.21605,0.376401845
"Maple Grove, Minnesota",45.07246,-93.45579,0
"Maplewood, Minnesota",44.95302,-92.99522,0
"Marana, Arizona",32.40618,-111.21742,1.046702377
"Margate, Florida",26.24453,-80.20644,0.50595695
"Maricopa, Arizona",33.44838,-112.07404,0
"Marietta, Georgia",33.9526,-84.54993,0.320660074
"Marion, Iowa",41.33445,-93.09944,0.947760461
"Marion, Ohio",40.58867,-83.12852,0.340111738
"Marlborough, Massachusetts",42.34593,-71.55229,0.531338742
"Marrero, Louisiana",29.89937,-90.10035,0.836633663
"Martinez, California",38.01937,-122.13413,0.182420211
"Martinez, Georgia",33.51736,-82.07567,0.548548094
"Marumsco, Virginia",38.64067,-77.25276,0
"Marysville, Washington",48.05176,-122.17708,0
"Mason, Ohio",39.36006,-84.30994,0.139241556
"Massillon, Ohio",40.79672,-81.52151,0.096281859
"Mather, California",38.55685,-121.29828,0
"Matthews, North Carolina",35.11681,-80.72368,0.172019111
"McAllen, Texas",26.20341,-98.23001,0.055489577
"McKinney, Texas",33.19762,-96.61527,0.1573956
"McLean, Virginia",38.93428,-77.17748,0.158766196
"McMinnville, Oregon",45.21012,-123.19872,0.15681059
"Mechanicsville, Virginia",37.60876,-77.37331,1.337025317
"Medford, Massachusetts",42.41843,-71.10616,0
"Medford, Oregon",42.32652,-122.87559,0.189572965
"Melbourne, Florida",28.08363,-80.60811,0.130964536
"Memphis, Tennessee",35.14953,-90.04898,0.291115526
"Menifee, California",33.72835,-117.14642,0
"Menlo Park, California",37.45383,-122.18219,0
"Menomonee Falls, Wisconsin",43.1789,-88.11731,0.716101695
"Mentor, Ohio",41.66616,-81.33955,0.137510171
"Merced, California",37.30216,-120.48297,0
"Meriden, Connecticut",41.53815,-72.80704,0
"Meridian, Idaho",43.61211,-116.39151,0.070631993
"Meridian, Mississippi",32.36431,-88.70366,0.100066612
"Merrillville, Indiana",41.48281,-87.33281,0.073956878
"Merritt Island, Florida",28.34167,-80.68505,0.173291513
"Mesa, Arizona",33.42227,-111.82264,0.229378392
"Mesquite, Texas",32.7668,-96.59916,0.092512833
"Metairie, Louisiana",29.98409,-90.15285,0.397936153
"Methuen, Massachusetts",42.7262,-71.19089,0
"Metropolitan Government, Tennessee",36.17821,-86.78113,0
"Miami Beach, Florida",25.79065,-80.13005,0.09363945
"Miami Lakes, Florida",25.90871,-80.30866,0
"Miami, Florida",25.77427,-80.19366,0.263393727
"Michigan City, Indiana",41.70754,-86.89503,0.240880822
"Middletown, Connecticut",41.56232,-72.65065,0.275029864
"Middletown, Ohio",39.51506,-84.39828,0.096591798
"Midland, Michigan",43.61558,-84.24721,0.172784768
"Midland, Texas",31.99735,-102.07791,0.159020084
"Midvale, Utah",40.61106,-111.89994,0
"Midwest City, Oklahoma",35.44951,-97.3967,0.159222167
"Milford, Connecticut",41.22232,-73.0565,0
"Millcreek, Utah",40.68689,-111.87549,0
"Milpitas, California",37.42827,-121.90662,0
"Milton, Georgia",34.13216,-84.30067,0.692622951
"Milwaukee, Wisconsin",43.0389,-87.90647,0.353879102
"Mingus Mountain, Arizona",34.69391,-112.12766,0
"Minneapolis, Minnesota",44.97997,-93.26384,0.320599344
"Minnetonka, Minnesota",44.9133,-93.50329,0
"Minot, North Dakota",48.23251,-101.29627,0.198587358
"Miramar, Florida",25.98731,-80.23227,0.415338983
"Mishawaka, Indiana",41.66199,-86.15862,0.180813124
"Mission Bend, Texas",29.69384,-95.66495,0
"Mission Viejo, California",33.60002,-117.672,0
"Mission, Texas",26.21591,-98.32529,0.223915609
"Missoula, Montana",46.87215,-113.994,0.24673603
"Missouri City, Texas",29.61857,-95.53772,0.122702819
"Mobile, Alabama",30.69436,-88.04305,0.475542223
"Modesto, California",37.6391,-120.99688,0.424673244
"Moline, Illinois",41.5067,-90.51513,0.425056241
"Monroe, Louisiana",32.50931,-92.1193,0.114778079
"Monroe, North Carolina",34.98543,-80.54951,0
"Monrovia, California",34.14806,-117.99895,0
"Montclair, California",34.07751,-117.68978,0.253222272
"Montclair, New Jersey",40.82593,-74.20903,0.325121841
"Montebello, California",34.00946,-118.10535,0.440146174
"Monterey Park, California",34.06251,-118.12285,0.268971401
"Montgomery Village, Maryland",39.17677,-77.19526,0
"Montgomery, Alabama",32.36681,-86.29997,0.234877367
"Moore, Oklahoma",35.33951,-97.4867,0.421889371
"Mooresville, North Carolina",35.58486,-80.81007,0.547687721
"Moorhead, Minnesota",46.87386,-96.76951,0
"Moorpark, California",34.28556,-118.88204,0
"Moreno Valley, California",33.93752,-117.23059,0.136400323
"Morgan Hill, California",37.1305,-121.65439,0.349744418
"Morgantown, West Virginia",39.62953,-79.9559,0
"Mount Lebanon, Pennsylvania",40.2476,-76.47107,0
"Mount Pleasant, New York",41.16287,-73.86152,0
"Mount Pleasant, South Carolina",32.79407,-79.86259,0.257932364
"Mount Prospect, Illinois",42.06642,-87.93729,0.428233572
"Mount Vernon, New York",40.9126,-73.83708,0.416472714
"Mount Vernon, Washington",38.90266,-77.02264,0.450154912
"Mountain View, California",37.38605,-122.08385,0
"Muncie, Indiana",40.19338,-85.38636,0
"Mundelein, Illinois",42.26308,-88.00397,0
"Murfreesboro, Tennessee",35.84562,-86.39027,0.378394646
"Murray, Utah",40.66689,-111.88799,0.138060502
"Murrieta, California",33.55391,-117.21392,0.161177629
"Muskegon, Michigan",43.23418,-86.24839,0.088399791
"Muskogee, Oklahoma",35.74788,-95.36969,0.201218116
"Nacogdoches, Texas",31.60351,-94.65549,0.203193382
"Nampa, Idaho",43.54072,-116.56346,0.240262577
"Napa, California",38.29714,-122.28553,0
"Naperville, Illinois",41.78586,-88.14729,0.351193542
"Nashua, New Hampshire",42.76537,-71.46757,0.589624107
"Nashville-Davidson, Tennessee",36.16589,-86.78444,0
"Natick, Massachusetts",42.28343,-71.3495,0
"National City, California",32.67811,-117.0992,0.946586144
"Naugatuck, Connecticut",41.48593,-73.05066,0
"Navarre, Florida",30.40159,-86.86357,0
"New Albany, Indiana",38.28562,-85.82413,0.112155239
"New Bedford, Massachusetts",41.63622,-70.93421,0.223767761
"New Berlin, Wisconsin",42.9764,-88.10842,0
"New Bern, North Carolina",35.10849,-77.04411,0
"New Braunfels, Texas",29.703,-98.12445,0.270058873
"New Britain, Connecticut",41.66121,-72.77954,1.039252874
"New Brunswick, New Jersey",40.48622,-74.45182,0.288995839
"New City, New York",40.71427,-74.00597,0.528933403
"New Haven, Connecticut",41.30815,-72.92816,0.464966985
"New Iberia, Louisiana",30.00354,-91.81873,0
"New Orleans, Louisiana",29.95465,-90.07507,0.497672651
"New Rochelle, New York",40.91149,-73.78235,0.398467433
"New York, New York",40.71427,-74.00597,0.520275877
"Newark, California",37.52966,-122.04024,0.429383995
"Newark, Delaware",39.68372,-75.74966,0.292357436
"Newark, New Jersey",40.73566,-74.17237,0.167903604
"Newark, Ohio",40.05812,-82.40126,0.16800648
"Newhall, California",34.38472,-118.53092,0
"Newington, Connecticut",41.69788,-72.72371,0
"Newnan, Georgia",33.38067,-84.79966,0.093359963
"Newport Beach, California",33.61891,-117.92895,0.179485643
"Newport News, Virginia",37.08339,-76.46965,0.287453386
"Newton, Massachusetts",42.33704,-71.20922,0.409817235
"Niagara Falls, New York",43.0945,-79.05671,0.232682904
"Niles, Illinois",42.03336,-87.73339,0
"Noblesville, Indiana",40.04559,-86.0086,0.402150282
"Norfolk, Virginia",36.84681,-76.28522,0.046160507
"Normal, Illinois",40.5142,-88.99063,0.89779914
"Norman, Oklahoma",35.22257,-97.43948,0.282752601
"Norristown, Pennsylvania",40.1215,-75.3399,0
"North Antelope Valley, California",34.72835,-118.39496,0
"North Atlanta, Georgia",33.749,-84.38798,0.489964318
"North Aurora, Colorado",39.72943,-104.83192,0
"North Bethesda, Maryland",38.98067,-77.10026,0.770874346
"North Brunswick Township, New Jersey",40.41483,-74.36543,0
"North Charleston, South Carolina",32.77657,-79.93092,0.317698069
"North Chicago, Illinois",41.85003,-87.65005,0.179212493
"North Cleveland, Oklahoma",35.22257,-97.43948,0
"North Coast, California",38.38658,-123.08445,0
"North Davis, Utah",41.06022,-111.97105,0
"North El Dorado, California",38.93324,-119.98435,0
"North Fort Myers, Florida",26.62168,-81.84059,0
"North Hempstead, New York",40.70621,-73.61874,0
"North Highlands, California",38.68574,-121.37217,6.667963324
"North Kona, Hawaii",19.73861,-156.04556,0
"North Las Vegas, Nevada",36.17497,-115.13722,0.224659355
"North Lauderdale, Florida",26.12231,-80.14338,1.055307761
"North Little Rock, Arkansas",34.74648,-92.28959,0
"North Miami Beach, Florida",25.79065,-80.13005,0
"North Miami, Florida",25.77427,-80.19366,0.165381454
"North Olmsted, Ohio",41.4156,-81.92347,0.21217828
"North Peninsula, Florida",29.39331,-81.08867,0
"North Pinal, Arizona",33.05811,-112.04764,0
"North Port, Florida",27.29393,-80.35033,0.108759472
"North Providence, Rhode Island",41.82399,-71.41283,0.268097186
"North Richland Hills, Texas",32.8343,-97.2289,0.090368474
"North Ridgeville, Ohio",41.38949,-82.01903,0.243132671
"North Royalton, Ohio",41.31366,-81.72457,0
"North Tonawanda, New York",43.03867,-78.8642,0.441356977
"North Valleys, Nevada",39.6072,-119.8238,0
"North Westside, Florida",29.66139,-82.37167,0
"North Whidbey, Washington",48.34433,-122.66613,0
"Northbrook, Illinois",42.12753,-87.82895,0
"Northeast Tarrant, Texas",32.83207,-97.17779,0
"Northglenn, Colorado",39.88554,-104.9872,0
"Northwest Clackamas, Oregon",45.36568,-122.61231,0
"Northwest Dade, Florida",25.72788,-80.15671,0
"Northwest Harris, Texas",29.99578,-95.48605,0
"Northwest Umatilla, Oregon",45.91735,-119.34252,0
"Norwalk, California",33.90224,-118.08173,0.760825921
"Norwalk, Connecticut",41.1176,-73.4079,0.253725844
"Norwich, Connecticut",41.52426,-72.07591,0.374704375
"Novato, California",38.10742,-122.5697,0.844714194
"Novi, Michigan",42.48059,-83.47549,0.291604508
"O'Fallon, Missouri",38.81061,-90.69985,0
"Oak Creek, Wisconsin",42.88585,-87.86314,0
"Oak Lawn, Illinois",41.71087,-87.75811,0
"Oak Park, Illinois",41.88503,-87.7845,0.343200812
"Oakland Park, Florida",26.17231,-80.13199,0
"Oakland, California",37.80437,-122.2708,0.370994358
"Oakley, California",37.99742,-121.71245,0.557861994
"Oakton, Virginia",38.88095,-77.30082,0
"Oakville, Missouri",38.47005,-90.30456,0
"Ocala, Florida",29.1872,-82.14009,0.152899285
"Oceanside, California",33.19587,-117.37948,0
"Oceanside, New York",40.63871,-73.64013,0
"Ocoee, Florida",28.56917,-81.54396,0.280884717
"Odenton, Maryland",39.084,-76.70025,0
"Odessa, Texas",31.84568,-102.36764,0.314891391
"Ogden, Utah",41.223,-111.97383,0.218162275
"Oildale, California",35.41968,-119.01955,0
"Oklahoma City, Oklahoma",35.46756,-97.51643,0.557130698
"Olathe, Kansas",38.8814,-94.81913,0.729121726
"Olive Branch, Mississippi",34.96176,-89.82953,0
"Olney, Maryland",39.15316,-77.06692,0
"Olympia, Washington",47.03787,-122.9007,0.698970075
