Place,Globvalue,Lat,Lon
"Florissant, Missouri",17.49778925,38.78922,-90.32261
"Flower Mound, Texas",0.345512102,33.01457,-97.09696
"Folsom, California",0.177217086,38.67796,-121.17606
"Fond du Lac, Wisconsin",0.0,43.775,-88.43883
"Fontana, California",0.290908557,34.09223,-117.43505
"Foothill Farms, California",0.0,38.67877,-121.35114
"Fort Collins, Colorado",0.250279038,40.58526,-105.08442
"Fort Lauderdale, Florida",0.13919385,26.12231,-80.14338
"Fort Lee, New Jersey",0.706183389,40.85093,-73.97014
"Fort Myers, Florida",0.088983051,26.62168,-81.84059
"Fort Pierce, Florida",0.246083057,27.44671,-80.32561
"Fort Smith, Arkansas",0.260884632,35.38592,-94.39855
"Fort Wayne, Indiana",0.217734923,41.1306,-85.12886
"Fort Worth, Texas",0.26601339,32.72541,-97.32085
"Foster City, California",0.0,37.55855,-122.27108
"Fountain Valley, California",0.0,33.70918,-117.95367
"Fountainbleau, Florida",0.0,25.77288,-80.34783
"Framingham, Massachusetts",0.0,42.27926,-71.41617
"Franklin Town, Massachusetts",0.0,42.69592,-72.45287
"Franklin, Massachusetts",0.410597559,42.69592,-72.45287
"Franklin, Tennessee",0.125816753,35.92506,-86.86889
"Franklin, Wisconsin",0.0,42.88863,-88.03842
"Frederick, Maryland",0.0,39.41427,-77.41054
"Freeport, New York",0.0,40.6576,-73.58318
"Fremont, California",0.836669837,37.54827,-121.98857
"Fresno, California",0.409008765,36.74773,-119.77237
"Friendswood, Texas",0.251570372,29.5294,-95.20104
"Frisco, Texas",0.211236553,33.15067,-96.82361
"Fullerton, California",0.532217137,33.87029,-117.92534
"Gadsden, Alabama",0.227862608,34.01434,-86.00639
"Gahanna, Ohio",0.0,40.01923,-82.87934
"Gainesville, Florida",0.354816134,29.65163,-82.32483
"Gainesville, Georgia",0.298407439,34.29788,-83.82407
"Gaithersburg, Maryland",0.224532714,39.14344,-77.20137
"Galesburg, Illinois",0.335246697,40.94782,-90.37124
"Gallatin, Tennessee",0.394576149,36.38838,-86.44666
"Galveston, Texas",0.118667094,29.30135,-94.7977
"Garden Grove, California",0.054366128,33.77391,-117.94145
"Gardena, California",0.105919777,33.88835,-118.30896
"Garfield, New Jersey",0.0,40.88149,-74.1132
"Garland, Texas",0.169960141,32.91262,-96.63888
"Gary, Indiana",0.110444778,41.59337,-87.34643
"Gastonia, North Carolina",0.0,35.26208,-81.1873
"Georgetown, Kentucky",0.266163793,38.2098,-84.55883
"Georgetown, Texas",0.257843355,30.63269,-97.67723
"Germantown, Maryland",0.097909714,39.17316,-77.27165
"Germantown, Tennessee",0.0,35.08676,-89.81009
"Gilbert, Arizona",0.327637905,33.35283,-111.78903
"Gillette, Wyoming",0.146185198,44.29109,-105.50222
"Gilroy, California",0.214823888,37.00578,-121.56828
"Glastonbury, Connecticut",0.0,41.71232,-72.60815
"Glen Burnie, Maryland",0.192858714,39.16261,-76.62469
"Glendale Heights, Illinois",0.0,41.9146,-88.06486
"Glendale, Arizona",0.171814229,33.53865,-112.18599
"Glendale, California",0.0,34.14251,-118.25508
"Glendora, California",0.0,34.13612,-117.86534
"Glenview, Illinois",0.209228081,42.06975,-87.78784
"Golden Glades, Florida",0.0,25.91176,-80.20033
"Goldsboro, North Carolina",0.0,35.38488,-77.99277
"Goleta, California",0.284765586,34.43583,-119.82764
"Goodyear, Arizona",0.126408066,33.43532,-112.35821
"Goose Creek, South Carolina",0.0,32.98101,-80.03259
"Goshen, Indiana",0.0,41.58227,-85.83444
"Gracewood, Georgia",0.0,33.37264,-82.03206
"Grand Forks, North Dakota",0.462343952,47.92526,-97.03285
"Grand Island, Nebraska",0.436725697,40.92501,-98.34201
"Grand Junction, Colorado",0.130926062,39.06387,-108.55065
"Grand Prairie, Texas",0.270621273,32.74596,-96.99778
"Grand Rapids, Michigan",0.244356976,42.96336,-85.66809
"Granger, Indiana",0.0,41.75338,-86.11084
"Grants Pass, Oregon",0.091300216,42.43933,-123.33067
"Grapevine, Texas",0.123839463,32.93429,-97.07807
"Great Falls, Montana",0.136171463,47.50024,-111.30081
"Greater Carrollwood, Florida",0.0,28.05002,-82.49287
"Greeley, Colorado",0.149782996,40.42331,-104.70913
"Green Bay, Wisconsin",0.177518194,44.51916,-88.01983
"Greenacres, Florida",0.0,26.62368,-80.12532
"Greenburgh, New York",0.0,41.03287,-73.84291
"Greenfield, Wisconsin",0.601331446,42.9614,-88.01259
"Greensboro, North Carolina",0.378777968,36.07264,-79.79198
"Greenville, Mississippi",1.381992587,33.41012,-91.06177
"Greenville, North Carolina",0.0,34.85262,-82.39401
"Greenville, South Carolina",0.069985506,34.85262,-82.39401
"Greenwich, Connecticut",0.083448165,41.02649,-73.62846
"Greenwood, Indiana",0.055800132,39.61366,-86.10665
"Gresham, Oregon",0.198513316,45.49818,-122.43148
"Grove City, Ohio",0.02833888,39.88145,-83.09296
"Guilderland, New York",0.0,42.70202,-73.96624
"Gulfport, Mississippi",0.11551074,30.36742,-89.09282
"Gurnee, Illinois",0.0,42.3703,-87.90202
"Hacienda Heights, California",0.603033006,33.99307,-117.96868
"Hackensack, New Jersey",0.161005871,40.88593,-74.04347
"Hagerstown, Maryland",0.215271639,39.64176,-77.71999
"Hallandale Beach, Florida",0.228261765,25.9812,-80.14838
"Hallandale, Florida",0.0,25.9812,-80.14838
"Haltom City, Texas",0.0,32.79957,-97.26918
"Hamden, Connecticut",0.0,41.39593,-72.89677
"Hamilton, Ohio",0.114648302,39.12711,-84.51439
"Hammond, Indiana",0.104302988,41.58337,-87.50004
"Hampton, Virginia",0.128040303,37.02987,-76.34522
"Hanford, California",0.0,36.32745,-119.64568
"Hanover Park, Illinois",0.0,41.99947,-88.14507
"Harlingen, Texas",0.123147325,26.19063,-97.6961
"Harrisburg, Pennsylvania",0.0,40.2737,-76.88442
"Harrisonburg, Virginia",0.0,38.44957,-78.86892
"Hartford, Connecticut",0.0,41.76371,-72.68509
"Hattiesburg, Mississippi",0.260134901,31.32712,-89.29034
"Haverhill, Massachusetts",0.0,42.7762,-71.07728
"Hawthorne, California",0.0,33.9164,-118.35257
"Hayward, California",0.202145856,37.66882,-122.0808
"Hemet, California",0.275362862,33.74761,-116.97307
"Hempstead, New York",0.0,40.70621,-73.61874
"Henderson, Nevada",0.290591992,36.0397,-114.98194
"Hendersonville, Tennessee",0.263030926,36.30477,-86.62
"Henrietta, New York",0.0,43.05923,-77.61222
"Hesperia, California",0.223350046,34.42639,-117.30088
"Hialeah, Florida",0.042435656,25.8576,-80.27811
"Hickory, North Carolina",0.164190295,35.73319,-81.3412
"Hicksville, New York",0.287038675,40.76843,-73.52513
"High Point, North Carolina",0.360756521,35.95569,-80.00532
"Highland, California",0.0,34.12834,-117.20865
"Highlands Ranch, Colorado",0.250988546,39.55388,-104.96943
"Hilliard, Ohio",0.268752383,40.0334,-83.15825
"Hillsboro, Oregon",0.474298705,45.52289,-122.98983
"Hilo, Hawaii",0.801421946,19.72991,-155.09073
"Hilton Head Island, South Carolina",0.424162613,32.19382,-80.73816
"Hinesville, Georgia",0.0,31.84688,-81.59595
"Hobbs, New Mexico",0.0,32.70261,-103.13604
"Hoboken, New Jersey",0.304931186,40.74399,-74.03236
"Hoffman Estates, Illinois",0.34263239,42.04281,-88.0798
"Holland, Michigan",0.161153589,42.78752,-86.10893
"Hollister, California",0.880257897,36.85245,-121.4016
"Holly Springs, North Carolina",0.0,35.65127,-78.83362
"Hollywood, Florida",0.282587216,26.0112,-80.14949
"Holyoke, Massachusetts",0.0,42.20426,-72.6162
"Homestead, Florida",0.118812184,25.46872,-80.47756
"Honolulu, Hawaii",0.489983059,21.30694,-157.85833
"Hoover, Alabama",0.0,33.40539,-86.81138
"Hopkinsville, Kentucky",0.62393019,36.86561,-87.49117
"Hot Springs, Arkansas",0.227333871,34.5317,-93.06377
"Houma, Louisiana",0.340247214,29.59577,-90.71953
"Houston, Texas",0.547607677,29.76328,-95.36327
"Huber Heights, Ohio",0.0,39.84395,-84.12466
"Huntersville, North Carolina",0.0,35.41069,-80.84285
"Huntington Beach, California",0.320784562,33.6603,-117.99923
"Huntington Park, California",0.912754467,33.98168,-118.22507
"Huntington Station, New York",0.0,40.85343,-73.41151
"Huntington, West Virginia",0.321746385,38.41925,-82.44515
"Huntsville, Alabama",0.217871396,34.7304,-86.58594
"Huntsville, Texas",0.534869171,30.72353,-95.55078
"Hurst, Texas",0.408612055,32.82346,-97.17057
"Hutchinson, Kansas",0.224755391,38.06084,-97.92977
"Idaho Falls, Idaho",0.331500386,43.46658,-112.03414
"Independence, Missouri",0.359596971,39.09112,-94.41551
"Indian Trail, North Carolina",0.0,35.07681,-80.66924
"Indianapolis, Indiana",0.137130802,39.76838,-86.15804
"Indio, California",1.110783006,33.7207,-116.21677
"Inglewood, California",0.287854561,33.96168,-118.35313
"Interior County, Florida",0.0,30.33826,-87.15941
"Inver Grove Heights, Minnesota",2.1972866,44.84802,-93.04272
"Iowa City, Iowa",0.394445177,41.66113,-91.53017
"Irondequoit, New York",0.0,43.2134,-77.57972
"Irvine, California",0.480978522,33.66946,-117.82311
"Irving, Texas",0.199651911,32.81402,-96.94889
"Irvington, New Jersey",2.486080355,40.73232,-74.23487
"Issaquah, Washington",0.49885952,47.5301,-122.03262
"Ithaca, New York",0.321521998,42.44063,-76.49661
"Jackson, Michigan",0.157903993,42.24587,-84.40135
"Jackson, Mississippi",0.199133599,32.29876,-90.18481
"Jackson, Tennessee",0.205076347,35.61452,-88.81395
"Jacksonville, Florida",0.380760204,30.33218,-81.65565
"Jacksonville, North Carolina",0.306900726,34.75405,-77.43024
"James Island, South Carolina",0.0,32.72768,-79.95565
"Jamestown, New York",0.0,42.097,-79.23533
"Janesville, Wisconsin",0.546642515,42.68279,-89.01872
"Jefferson City, Missouri",0.172533414,38.5767,-92.17352
"Jeffersonville, Indiana",0.163313391,38.27757,-85.73718
"Jersey City, New Jersey",0.162136233,40.72816,-74.07764
"Johns Creek, Georgia",0.0,34.02893,-84.19858
"Johnson City, Tennessee",0.0,36.31344,-82.35347
"Joliet, Illinois",0.24208799,41.52519,-88.0834
"Jonesboro, Arkansas",0.0,35.8423,-90.70428
"Joplin, Missouri",0.0,37.08423,-94.51328
"Juneau, Alaska",0.169533324,58.30194,-134.41972
"Jupiter, Florida",0.0,26.93422,-80.09421
"Jurupa, California",0.0,33.95335,-117.39616
"Kalamazoo, Michigan",0.261722447,42.29171,-85.58723
"Kaneohe, Hawaii",3.038007193,21.45045,-157.768
"Kannapolis, North Carolina",0.0,35.48736,-80.62173
"Kansas City, Kansas",0.558355567,39.09973,-94.57857
"Kansas City, Missouri",0.330144192,39.09973,-94.57857
"Kearney, Nebraska",0.0,40.50671,-98.94802
"Kearns, Utah",0.92671984,40.65995,-111.99633
"Kearny, New Jersey",0.0,40.76843,-74.14542
"Keizer, Oregon",0.0,44.99012,-123.02621
"Keller, Texas",0.126737998,32.93457,-97.25168
"Ken Caryl, Colorado",0.0,39.57582,-105.11221
"Kendale Lakes, Florida",0.0,25.70816,-80.407
"Kendall West, Florida",0.0,25.7065,-80.4388
"Kendall, Florida",0.350600585,25.67927,-80.31727
"Kenner, Louisiana",0.212975943,29.99409,-90.24174
"Kennesaw, Georgia",0.081173412,34.02343,-84.61549
"Kennewick, Washington",0.0,46.21125,-119.13723
"Kenosha, Wisconsin",0.109030521,42.58474,-87.82119
"Kent, Washington",0.2437793,47.38093,-122.23484
"Kentwood, Michigan",0.0,42.86947,-85.64475
"Kettering, Ohio",0.0,39.6895,-84.16883
"Killeen, Texas",0.060074573,31.11712,-97.7278
"Kingsport, Tennessee",0.422351094,36.54843,-82.56182
"Kirkland, Washington",1.040147713,47.68149,-122.20874
"Kissimmee, Florida",0.525028515,28.30468,-81.41667
"Knoxville, Tennessee",0.407216362,35.96064,-83.92074
"Kokomo, Indiana",0.0,40.48643,-86.1336
"Koolaupoko, Hawaii",0.0,21.41667,-157.83333
"Kyle, Texas",0.0,29.98911,-97.87723
"La Crosse, Wisconsin",0.0,43.80136,-91.23958
"La Habra, California",0.0,33.93196,-117.94617
"La Mesa, California",0.354488152,32.76783,-117.02308
"La Mirada, California",0.284732284,33.91724,-118.01201
"La Porte, Texas",0.121191925,29.66578,-95.01937
"La Presa, California",0.0,32.39433,-116.83642
"La Puente, California",0.0,34.02001,-117.94951
"La Quinta, California",0.161980303,33.66336,-116.31001
"La Vergne, Tennessee",0.0,36.01562,-86.58194
"La Verne, California",0.0,34.10084,-117.76784
"LaGrange, Georgia",0.0,33.03929,-85.03133
"Lacey, Washington",0.0,47.03426,-122.82319
"Lafayette, Indiana",0.115478447,40.4167,-86.87529
"Lafayette, Louisiana",0.133093648,30.22409,-92.01984
"Laguna Hills, California",0.975117201,33.61252,-117.71283
"Laguna Niguel, California",0.469574882,33.52253,-117.70755
"Laguna, California",0.0,33.52253,-117.70755
"Lake Charles, Louisiana",0.118080599,30.21309,-93.2044
"Lake Elsinore, California",1.216739163,33.66808,-117.32726
"Lake Forest, California",0.237624368,33.64697,-117.68922
"Lake Havasu City, Arizona",0.0,34.4839,-114.32245
"Lake Oswego, Oregon",0.581542629,45.42067,-122.67065
"Lake Ridge, Virginia",0.0,38.68789,-77.29776
"Lake Stevens, Washington",1.104098613,48.0151,-122.06374
"Lake Worth, Florida",0.142143494,26.61708,-80.07231
"Lakeland, Florida",0.135580486,28.03947,-81.9498
"Lakeside, Florida",0.0,30.12996,-81.76815
"Lakeville, Minnesota",0.0,44.64969,-93.24272
"Lakewood, California",0.364946642,33.85363,-118.13396
"Lakewood, Colorado",0.098028979,39.70471,-105.08137
"Lakewood, New Jersey",1.447770818,40.09789,-74.21764
"Lakewood, Ohio",0.144547819,41.48199,-81.79819
"Lakewood, Washington",0.329840781,47.17176,-122.51846
"Lancaster, California",0.552322678,34.69804,-118.13674
"Lancaster, Ohio",0.273533981,39.71368,-82.59933
"Lancaster, Pennsylvania",0.257393983,40.03788,-76.30551
"Lancaster, Texas",0.557884462,32.59208,-96.75611
"Land O' Lakes, Florida",0.0,28.2189,-82.45759
"Lansing, Michigan",0.147413066,42.73253,-84.55553
"Laramie, Wyoming",0.270731563,41.13998,-104.82025
"Laredo, Texas",0.290470324,27.50641,-99.50754
"Largo, Florida",0.589830508,27.90979,-82.78842
"Las Cruces, New Mexico",0.49583606,32.31232,-106.77834
"Las Vegas, Nevada",0.563830293,36.17497,-115.13722
"Lauderdale Lakes, Florida",0.0,26.16647,-80.20838
"Lauderhill, Florida",0.480113637,26.14036,-80.21338
"Lawndale, California",0.0,33.88724,-118.35257
"Lawrence, Indiana",0.0,38.83831,-86.43654
"Lawrence, Kansas",0.284254766,38.97167,-95.23525
"Lawrence, Massachusetts",0.135399308,42.70704,-71.16311
"Lawrenceville, Georgia",0.061493395,33.95621,-83.98796
"Lawton, Oklahoma",0.111561449,34.60869,-98.39033
"Layton, Utah",0.0,41.06022,-111.97105
"League City, Texas",0.439333572,29.50745,-95.09493
"Leander, Texas",0.0,30.57881,-97.85307
"Leavenworth, Kansas",0.742140913,39.31111,-94.92246
"Leawood, Kansas",0.356172369,38.96667,-94.6169
"Lee's Summit, Missouri",0.0,38.91084,-94.38217
"Leesburg, Virginia",0.0,39.11566,-77.5636
"Lehi, Utah",0.093741333,40.39162,-111.85077
"Lehigh Acres, Florida",0.203713736,26.62535,-81.6248
"Lenexa, Kansas",0.350431214,38.95362,-94.73357
"Leominster, Massachusetts",0.0,42.52509,-71.75979
"Levittown, New York",0.0,40.72593,-73.51429
"Levittown, Pennsylvania",0.842136735,40.15511,-74.82877
"Lewiston, Idaho",0.0,46.41655,-117.01766
"Lewiston, Maine",0.0,44.10035,-70.21478
"Lewisville, Texas",0.0,33.04623,-96.99417
"Lexington, Massachusetts",0.307909171,42.44732,-71.2245
"Lexington-Fayette, Kentucky",0.0,37.98869,-84.47772
"Liberty, Missouri",0.326933308,39.24611,-94.41912
"Lima, Ohio",0.302562191,40.74255,-84.10523
"Lincoln Park, Michigan",0.0,42.25059,-83.17854
"Lincoln, California",0.408580026,38.89156,-121.29301
"Lincoln, Nebraska",0.17202509,40.8,-96.66696
"Linden, New Jersey",0.0,40.62205,-74.24459
"Linton Hall, Virginia",0.0,38.75984,-77.57499
"Little Elm, Texas",0.0,33.16262,-96.93751
"Little Rock, Arkansas",0.14642759,34.74648,-92.28959
"Littleton, Colorado",0.275523701,39.61332,-105.01665
"Livermore, California",0.529033532,37.68187,-121.76801
"Livonia, Michigan",0.273627941,42.36837,-83.35271
"Lodi, California",0.467557808,38.1302,-121.27245
"Logan, Utah",0.219421668,41.73549,-111.83439
"Lombard, Illinois",0.0,41.88003,-88.00784
"Lompoc Valley, California",0.0,34.68097,-120.46052
"Lompoc, California",1.136669357,34.63915,-120.45794
"Long Beach, California",0.366462835,33.76696,-118.18923
"Long Beach, New York",0.0,40.58844,-73.65791
"Long Branch, New Jersey",0.805888146,40.30428,-73.99236
"Longmont, Colorado",0.290462466,40.16721,-105.10193
"Longview, Texas",0.171666675,32.5007,-94.74049
"Longview, Washington",0.0,46.13817,-122.93817
"Lorain, Ohio",0.095996335,41.45282,-82.18237
"Los Altos, California",0.0,37.38522,-122.11413
"Los Angeles, California",0.421886692,34.05223,-118.24368
"Los Banos, California",0.0,37.05828,-120.84992
"Los Gatos, California",0.0,37.22661,-121.97468
"Louisville, Kentucky",0.254075803,38.25424,-85.75941
"Loveland, Colorado",0.187674567,40.39776,-105.07498
"Lowell, Massachusetts",0.620856642,42.63342,-71.31617
"Lubbock, Texas",0.166929886,33.57786,-101.85517
"Lufkin, Texas",0.14051168,31.33824,-94.7291
"Lynchburg, Virginia",0.086093629,37.41375,-79.14225
"Lynn, Massachusetts",0.0,42.46676,-70.94949
"Lynnwood, Washington",0.110899091,47.82093,-122.31513
"Lynwood, California",0.508201203,33.93029,-118.21146
"Mableton, Georgia",0.0,33.81872,-84.58243
"Macon, Georgia",0.052207339,32.84069,-83.6324
"Madera, California",0.490893525,36.96134,-120.06072
"Madison Heights, Michigan",0.222434124,42.48587,-83.1052
"Madison, Alabama",0.076908297,34.7304,-86.58594
"Madison, Wisconsin",0.245158456,43.07305,-89.40123
"Malden, Massachusetts",0.336567797,42.4251,-71.06616
"Manassas, Virginia",0.130868002,38.75095,-77.47527
"Manchester, Connecticut",0.0,41.77593,-72.52148
"Manchester, New Hampshire",0.166711506,42.99564,-71.45479
"Manhattan Beach, California",0.528074993,33.88474,-118.41091
"Manhattan, Kansas",0.372553357,39.18361,-96.57167
"Manhattan, New York",0.141894557,40.71427,-74.00597
"Manitowoc, Wisconsin",0.0,44.08861,-87.65758
"Mankato, Minnesota",0.831235456,44.15906,-94.00915
"Mansfield, Ohio",0.342111715,40.75839,-82.51545
"Mansfield, Texas",0.369414556,32.56319,-97.14168
"Manteca, California",0.376401845,37.79743,-121.21605
"Maple Grove, Minnesota",0.0,45.07246,-93.45579
"Maplewood, Minnesota",0.0,44.95302,-92.99522
"Marana, Arizona",1.046702377,32.40618,-111.21742
"Margate, Florida",0.50595695,26.24453,-80.20644
"Maricopa, Arizona",0.0,33.44838,-112.07404
"Marietta, Georgia",0.320660074,33.9526,-84.54993
"Marion, Iowa",0.947760461,41.33445,-93.09944
"Marion, Ohio",0.340111738,40.58867,-83.12852
"Marlborough, Massachusetts",0.531338742,42.34593,-71.55229
"Marrero, Louisiana",0.836633663,29.89937,-90.10035
"Martinez, California",0.182420211,38.01937,-122.13413
"Martinez, Georgia",0.548548094,33.51736,-82.07567
"Marumsco, Virginia",0.0,38.64067,-77.25276
"Marysville, Washington",0.0,48.05176,-122.17708
"Mason, Ohio",0.139241556,39.36006,-84.30994
"Massillon, Ohio",0.096281859,40.79672,-81.52151
"Mather, California",0.0,38.55685,-121.29828
"Matthews, North Carolina",0.172019111,35.11681,-80.72368
"McAllen, Texas",0.055489577,26.20341,-98.23001
"McKinney, Texas",0.1573956,33.19762,-96.61527
"McLean, Virginia",0.158766196,38.93428,-77.17748
"McMinnville, Oregon",0.15681059,45.21012,-123.19872
"Mechanicsville, Virginia",1.337025317,37.60876,-77.37331
"Medford, Massachusetts",0.0,42.41843,-71.10616
"Medford, Oregon",0.189572965,42.32652,-122.87559
"Melbourne, Florida",0.130964536,28.08363,-80.60811
"Memphis, Tennessee",0.291115526,35.14953,-90.04898
"Menifee, California",0.0,33.72835,-117.14642
"Menlo Park, California",0.0,37.45383,-122.18219
"Menomonee Falls, Wisconsin",0.716101695,43.1789,-88.11731
"Mentor, Ohio",0.137510171,41.66616,-81.33955
"Merced, California",0.0,37.30216,-120.48297
"Meriden, Connecticut",0.0,41.53815,-72.80704
"Meridian, Idaho",0.070631993,43.61211,-116.39151
"Meridian, Mississippi",0.100066612,32.36431,-88.70366
"Merrillville, Indiana",0.073956878,41.48281,-87.33281
"Merritt Island, Florida",0.173291513,28.34167,-80.68505
"Mesa, Arizona",0.229378392,33.42227,-111.82264
"Mesquite, Texas",0.092512833,32.7668,-96.59916
"Metairie, Louisiana",0.397936153,29.98409,-90.15285
"Methuen, Massachusetts",0.0,42.7262,-71.19089
"Metropolitan Government, Tennessee",0.0,36.17821,-86.78113
"Miami Beach, Florida",0.09363945,25.79065,-80.13005
"Miami Lakes, Florida",0.0,25.90871,-80.30866
"Miami, Florida",0.263393727,25.77427,-80.19366
"Michigan City, Indiana",0.240880822,41.70754,-86.89503
"Middletown, Connecticut",0.275029864,41.56232,-72.65065
"Middletown, Ohio",0.096591798,39.51506,-84.39828
"Midland, Michigan",0.172784768,43.61558,-84.24721
"Midland, Texas",0.159020084,31.99735,-102.07791
"Midvale, Utah",0.0,40.61106,-111.89994
"Midwest City, Oklahoma",0.159222167,35.44951,-97.3967
"Milford, Connecticut",0.0,41.22232,-73.0565
"Millcreek, Utah",0.0,40.68689,-111.87549
"Milpitas, California",0.0,37.42827,-121.90662
"Milton, Georgia",0.692622951,34.13216,-84.30067
"Milwaukee, Wisconsin",0.353879102,43.0389,-87.90647
"Mingus Mountain, Arizona",0.0,34.69391,-112.12766
"Minneapolis, Minnesota",0.320599344,44.97997,-93.26384
"Minnetonka, Minnesota",0.0,44.9133,-93.50329
"Minot, North Dakota",0.198587358,48.23251,-101.29627
"Miramar, Florida",0.415338983,25.98731,-80.23227
"Mishawaka, Indiana",0.180813124,41.66199,-86.15862
"Mission Bend, Texas",0.0,29.69384,-95.66495
"Mission Viejo, California",0.0,33.60002,-117.672
"Mission, Texas",0.223915609,26.21591,-98.32529
"Missoula, Montana",0.24673603,46.87215,-113.994
"Missouri City, Texas",0.122702819,29.61857,-95.53772
"Mobile, Alabama",0.475542223,30.69436,-88.04305
"Modesto, California",0.424673244,37.6391,-120.99688
"Moline, Illinois",0.425056241,41.5067,-90.51513
"Monroe, Louisiana",0.114778079,32.50931,-92.1193
"Monroe, North Carolina",0.0,34.98543,-80.54951
"Monrovia, California",0.0,34.14806,-117.99895
"Montclair, California",0.253222272,34.07751,-117.68978
"Montclair, New Jersey",0.325121841,40.82593,-74.20903
"Montebello, California",0.440146174,34.00946,-118.10535
"Monterey Park, California",0.268971401,34.06251,-118.12285
"Montgomery Village, Maryland",0.0,39.17677,-77.19526
"Montgomery, Alabama",0.234877367,32.36681,-86.29997
"Moore, Oklahoma",0.421889371,35.33951,-97.4867
"Mooresville, North Carolina",0.547687721,35.58486,-80.81007
"Moorhead, Minnesota",0.0,46.87386,-96.76951
"Moorpark, California",0.0,34.28556,-118.88204
"Moreno Valley, California",0.136400323,33.93752,-117.23059
"Morgan Hill, California",0.349744418,37.1305,-121.65439
"Morgantown, West Virginia",0.0,39.62953,-79.9559
"Mount Lebanon, Pennsylvania",0.0,40.2476,-76.47107
"Mount Pleasant, New York",0.0,41.16287,-73.86152
"Mount Pleasant, South Carolina",0.257932364,32.79407,-79.86259
"Mount Prospect, Illinois",0.428233572,42.06642,-87.93729
"Mount Vernon, New York",0.416472714,40.9126,-73.83708
"Mount Vernon, Washington",0.450154912,38.90266,-77.02264
"Mountain View, California",0.0,37.38605,-122.08385
"Muncie, Indiana",0.0,40.19338,-85.38636
"Mundelein, Illinois",0.0,42.26308,-88.00397
"Murfreesboro, Tennessee",0.378394646,35.84562,-86.39027
"Murray, Utah",0.138060502,40.66689,-111.88799
"Murrieta, California",0.161177629,33.55391,-117.21392
"Muskegon, Michigan",0.088399791,43.23418,-86.24839
"Muskogee, Oklahoma",0.201218116,35.74788,-95.36969
"Nacogdoches, Texas",0.203193382,31.60351,-94.65549
"Nampa, Idaho",0.240262577,43.54072,-116.56346
"Napa, California",0.0,38.29714,-122.28553
"Naperville, Illinois",0.351193542,41.78586,-88.14729
"Nashua, New Hampshire",0.589624107,42.76537,-71.46757
"Nashville-Davidson, Tennessee",0.0,36.16589,-86.78444
"Natick, Massachusetts",0.0,42.28343,-71.3495
"National City, California",0.946586144,32.67811,-117.0992
"Naugatuck, Connecticut",0.0,41.48593,-73.05066
"Navarre, Florida",0.0,30.40159,-86.86357
"New Albany, Indiana",0.112155239,38.28562,-85.82413
"New Bedford, Massachusetts",0.223767761,41.63622,-70.93421
"New Berlin, Wisconsin",0.0,42.9764,-88.10842
"New Bern, North Carolina",0.0,35.10849,-77.04411
"New Braunfels, Texas",0.270058873,29.703,-98.12445
"New Britain, Connecticut",1.039252874,41.66121,-72.77954
"New Brunswick, New Jersey",0.288995839,40.48622,-74.45182
"New City, New York",0.528933403,40.71427,-74.00597
"New Haven, Connecticut",0.464966985,41.30815,-72.92816
"New Iberia, Louisiana",0.0,30.00354,-91.81873
"New Orleans, Louisiana",0.497672651,29.95465,-90.07507
"New Rochelle, New York",0.398467433,40.91149,-73.78235
"New York, New York",0.520275877,40.71427,-74.00597
"Newark, California",0.429383995,37.52966,-122.04024
"Newark, Delaware",0.292357436,39.68372,-75.74966
"Newark, New Jersey",0.167903604,40.73566,-74.17237
"Newark, Ohio",0.16800648,40.05812,-82.40126
"Newhall, California",0.0,34.38472,-118.53092
"Newington, Connecticut",0.0,41.69788,-72.72371
"Newnan, Georgia",0.093359963,33.38067,-84.79966
"Newport Beach, California",0.179485643,33.61891,-117.92895
"Newport News, Virginia",0.287453386,37.08339,-76.46965
"Newton, Massachusetts",0.409817235,42.33704,-71.20922
"Niagara Falls, New York",0.232682904,43.0945,-79.05671
"Niles, Illinois",0.0,42.03336,-87.73339
"Noblesville, Indiana",0.402150282,40.04559,-86.0086
"Norfolk, Virginia",0.046160507,36.84681,-76.28522
"Normal, Illinois",0.89779914,40.5142,-88.99063
"Norman, Oklahoma",0.282752601,35.22257,-97.43948
"Norristown, Pennsylvania",0.0,40.1215,-75.3399
"North Antelope Valley, California",0.0,34.72835,-118.39496
"North Atlanta, Georgia",0.489964318,33.749,-84.38798
"North Aurora, Colorado",0.0,39.72943,-104.83192
"North Bethesda, Maryland",0.770874346,38.98067,-77.10026
"North Brunswick Township, New Jersey",0.0,40.41483,-74.36543
"North Charleston, South Carolina",0.317698069,32.77657,-79.93092
"North Chicago, Illinois",0.179212493,41.85003,-87.65005
"North Cleveland, Oklahoma",0.0,35.22257,-97.43948
"North Coast, California",0.0,38.38658,-123.08445
"North Davis, Utah",0.0,41.06022,-111.97105
"North El Dorado, California",0.0,38.93324,-119.98435
"North Fort Myers, Florida",0.0,26.62168,-81.84059
"North Hempstead, New York",0.0,40.70621,-73.61874
"North Highlands, California",6.667963324,38.68574,-121.37217
"North Kona, Hawaii",0.0,19.73861,-156.04556
"North Las Vegas, Nevada",0.224659355,36.17497,-115.13722
"North Lauderdale, Florida",1.055307761,26.12231,-80.14338
"North Little Rock, Arkansas",0.0,34.74648,-92.28959
"North Miami Beach, Florida",0.0,25.79065,-80.13005
"North Miami, Florida",0.165381454,25.77427,-80.19366
"North Olmsted, Ohio",0.21217828,41.4156,-81.92347
